0,0,0,1,1,1,
1,552,552,552,552,552,
2,638,638,638,638,638,
3,808,808,808,808,808,
4,922,922,922,922,922,
5,1044,1044,1044,1044,1044,
6,1154,1154,1154,1154,1154,
7,1270,1270,1270,1270,1270,
8,1399,1399,1399,1399,1399,
9,1399,1399,1399,1399,1399,
10,1642,1642,1642,1642,1642,
11,1642,1642,1642,1642,1642,
12,1830,1830,1830,1830,1830,
13,2014,2014,2014,2014,2014,
14,2014,2014,2014,2014,2014,
15,2224,2224,2224,2224,2224,
16,2224,2224,2224,2224,2224,
17,2476,2476,2476,2476,2476,
18,2476,2476,2476,2476,2476,
19,2476,2476,2476,2476,2476,
20,2792,2792,2792,2792,2792,
21,2792,2792,2792,2792,2792,
22,2792,2792,2792,2792,2792,
23,3148,3148,3148,3148,3148,
24,3148,3148,3148,3148,3148,
25,3148,3148,3148,3148,3148,
26,3510,3510,3510,3510,3510,
27,3510,3510,3510,3510,3510,
28,3510,3510,3510,3510,3510,
29,3510,3510,3510,3510,3510,
30,3944,3944,3944,3944,3944,
31,3944,3944,3944,3944,3944,
32,3944,3944,3944,3944,3944,
33,3944,3944,3944,3944,3944,
34,4363,4363,4363,4363,4363,
35,4363,4363,4363,4363,4363,
36,4363,4363,4363,4363,4363,
37,4363,4363,4363,4363,4363,
38,4829,4829,4829,4829,4829,
39,4829,4829,4829,4829,4829,
40,4829,4829,4829,4829,4829,
41,4829,4829,4829,4829,4829,
42,4829,4829,4829,4829,4829,
43,5319,5319,5319,5319,5319,
44,5319,5319,5319,5319,5319,
45,5319,5319,5319,5319,5319,
46,5319,5319,5319,5319,5319,
47,5319,5319,5319,5319,5319,
48,5871,5871,5871,5871,5871,
49,5871,5871,5871,5871,5871,
50,5871,5871,5871,5871,5871,
51,5871,5871,5871,5871,5871,
52,5871,5871,5871,5871,5871,
53,5871,5871,5871,5871,5871,
54,6474,6474,6474,6474,6474,
55,6474,6474,6474,6474,6474,
56,6474,6474,6474,6474,6474,
57,6474,6474,6474,6474,6474,
58,6474,6474,6474,6474,6474,
59,6474,6474,6474,6474,6474,
60,6474,6474,6474,6474,6474,
61,7203,7203,7203,7203,7203,
62,7203,7203,7203,7203,7203,
63,7203,7203,7203,7203,7203,
64,7203,7203,7203,7203,7203,
65,7203,7203,7203,7203,7203,
66,7203,7203,7203,7203,7203,
67,7203,7203,7203,7203,7203,
68,7203,7203,7203,7203,7203,
69,7961,7961,7961,7961,7961,
70,7961,7961,7961,7961,7961,
71,7961,7961,7961,7961,7961,
72,7961,7961,7961,7961,7961,
73,7961,7961,7961,7961,7961,
74,7961,7961,7961,7961,7961,
75,7961,7961,7961,7961,7961,
76,7961,7961,7961,7961,7961,
77,7961,7961,7961,7961,7961,
78,8760,8760,8760,8760,8760,
79,8760,8760,8760,8760,8760,
80,8760,8760,8760,8760,8760,
81,8760,8760,8760,8760,8760,
82,8760,8760,8760,8760,8760,
83,8760,8760,8760,8760,8760,
84,8760,8760,8760,8760,8760,
85,8760,8760,8760,8760,8760,
86,8760,8760,8760,8760,8760,
87,8760,8760,8760,8760,8760,
88,9658,9658,9658,9658,9658,
89,9658,9658,9658,9658,9658,
90,9658,9658,9658,9658,9658,
91,9658,9658,9658,9658,9658,
92,9658,9658,9658,9658,9658,
93,9658,9658,9658,9658,9658,
94,9658,9658,9658,9658,9658,
95,9658,9658,9658,9658,9658,
96,9658,9658,9658,9658,9658,
97,9658,9658,9658,9658,9658,
98,9658,9658,9658,9658,9658,
99,9658,9658,9658,9658,9658,
