0,0,2,2,2,,
0,10,590,590,590,,
0,20,1375,1375,1375,,
0,30,2195,2195,2195,,
0,40,3109,3109,3109,,
0,50,4004,4004,4004,,
0,60,4697,4697,4697,,
0,70,5648,5648,5648,,
0,80,6079,6079,6079,,
0,90,7058,7058,7058,,
0,100,7839,7839,7839,,
0,110,8873,8873,8873,,
0,120,9902,9902,9902,,
0,130,10515,10515,10515,,
0,140,11657,11657,11657,,
0,150,12308,12308,12308,,
0,160,12812,12812,12812,,
0,170,13310,13310,13310,,
0,180,13858,13858,13858,,
0,190,14619,14619,14619,,
0,200,15930,15930,15930,,
0,210,16571,16571,16571,,
0,220,16837,16837,16837,,
0,230,18360,18360,18360,,
0,240,19190,19190,19190,,
0,250,20170,20170,20170,,
0,260,20651,20651,20651,,
0,270,20145,20145,20145,,
0,280,20948,20948,20948,,
0,290,23706,23706,23706,,
0,300,23498,23498,23498,,
0,310,22022,22022,22022,,
0,320,24708,24708,24708,,
0,330,25719,25719,25719,,
0,340,26377,26377,26377,,
0,350,27147,27147,27147,,
0,360,26722,26722,26722,,
0,370,27908,27908,27908,,
0,380,30026,30026,30026,,
0,390,30431,30431,30431,,
0,400,28735,28735,28735,,
0,410,31493,31493,31493,,
0,420,31624,31624,31624,,
0,430,31790,31790,31790,,
0,440,32801,32801,32801,,
0,450,34900,34900,34900,,
0,460,36317,36317,36317,,
0,470,33803,33803,33803,,
0,480,39291,39291,39291,,
0,490,37421,37421,37421,,
0,500,36361,36361,36361,,
0,510,37563,37563,37563,,
0,520,38575,38575,38575,,
0,530,38929,38929,38929,,
0,540,40796,40796,40796,,
0,550,41885,41885,41885,,
0,560,39217,39217,39217,,
0,570,43334,43334,43334,,
0,580,41099,41099,41099,,
0,590,40199,40199,40199,,
0,600,42170,42170,42170,,
0,610,46557,46557,46557,,
0,620,52346,52346,52346,,
0,630,47340,47340,47340,,
0,640,47340,47340,47340,,
0,650,48856,48856,48856,,
0,660,48124,48124,48124,,
0,670,43811,43811,43811,,
0,680,46138,46138,46138,,
0,690,49331,49331,49331,,
0,700,49331,49331,49331,,
0,710,49838,49838,49838,,
0,720,56922,56922,56922,,
0,730,51358,51358,51358,,
0,740,51967,51967,51967,,
0,750,55717,55717,55717,,
0,760,55427,55427,55427,,
0,770,54809,54809,54809,,
0,780,53349,53349,53349,,
0,790,55239,55239,55239,,
0,800,55239,55239,55239,,
0,810,54870,54870,54870,,
0,820,56963,56963,56963,,
0,830,56599,56599,56599,,
0,840,59274,59274,59274,,
0,850,59445,59445,59445,,
0,860,59445,59445,59445,,
0,870,59445,59445,59445,,
0,880,65722,65722,65722,,
0,890,61267,61267,61267,,
0,900,58280,58280,58280,,
0,910,66433,66433,66433,,
0,920,62887,62887,62887,,
0,930,62742,62742,62742,,
0,940,67532,67532,67532,,
0,950,63377,63377,63377,,
0,960,67617,67617,67617,,
0,970,63463,63463,63463,,
0,980,65711,65711,65711,,
0,990,75756,75756,75756,,
0,1000,68983,68983,68983,,
