0,0,1,1,1,,
0,10,30,30,30,,
0,20,90,90,90,,
0,30,152,152,152,,
0,40,229,229,229,,
0,50,307,307,307,,
0,60,390,390,390,,
0,70,485,485,485,,
0,80,579,579,579,,
0,90,680,680,680,,
0,100,760,760,760,,
0,110,884,884,884,,
0,120,977,977,977,,
0,130,1074,1074,1074,,
0,140,1168,1168,1168,,
0,150,1236,1236,1236,,
0,160,1329,1329,1329,,
0,170,1399,1399,1399,,
0,180,1387,1387,1387,,
0,190,1569,1569,1569,,
0,200,1659,1659,1659,,
0,210,1777,1777,1777,,
0,220,1874,1874,1874,,
0,230,1979,1979,1979,,
0,240,2071,2071,2071,,
0,250,2181,2181,2181,,
0,260,2261,2261,2261,,
0,270,2356,2356,2356,,
0,280,2352,2352,2352,,
0,290,2516,2516,2516,,
0,300,2658,2658,2658,,
0,310,2688,2688,2688,,
0,320,2809,2809,2809,,
0,330,2908,2908,2908,,
0,340,2993,2993,2993,,
0,350,3085,3085,3085,,
0,360,3183,3183,3183,,
0,370,3300,3300,3300,,
0,380,3434,3434,3434,,
0,390,3430,3430,3430,,
0,400,3580,3580,3580,,
0,410,3602,3602,3602,,
0,420,3649,3649,3649,,
0,430,3835,3835,3835,,
0,440,3908,3908,3908,,
0,450,3938,3938,3938,,
0,460,4069,4069,4069,,
0,470,4190,4190,4190,,
0,480,4259,4259,4259,,
0,490,4380,4380,4380,,
0,500,4486,4486,4486,,
0,510,4581,4581,4581,,
0,520,4661,4661,4661,,
0,530,4734,4734,4734,,
0,540,4826,4826,4826,,
0,550,4891,4891,4891,,
0,560,4997,4997,4997,,
0,570,5070,5070,5070,,
0,580,5125,5125,5125,,
0,590,5238,5238,5238,,
0,600,5341,5341,5341,,
0,610,5432,5432,5432,,
0,620,5516,5516,5516,,
0,630,5648,5648,5648,,
0,640,5728,5728,5728,,
0,650,5801,5801,5801,,
0,660,5892,5892,5892,,
0,670,6050,6050,6050,,
0,680,6038,6038,6038,,
0,690,6147,6147,6147,,
0,700,6203,6203,6203,,
0,710,6290,6290,6290,,
0,720,6378,6378,6378,,
0,730,6509,6509,6509,,
0,740,6564,6564,6564,,
0,750,6739,6739,6739,,
0,760,6783,6783,6783,,
0,770,6932,6932,6932,,
0,780,7006,7006,7006,,
0,790,7066,7066,7066,,
0,800,7124,7124,7124,,
0,810,7213,7213,7213,,
0,820,7302,7302,7302,,
0,830,7347,7347,7347,,
0,840,7421,7421,7421,,
0,850,7626,7626,7626,,
0,860,7752,7752,7752,,
0,870,7621,7621,7621,,
0,880,7833,7833,7833,,
0,890,7952,7952,7952,,
0,900,8041,8041,8041,,
0,910,8130,8130,8130,,
0,920,8189,8189,8189,,
0,930,8166,8166,8166,,
0,940,8307,8307,8307,,
0,950,8432,8432,8432,,
0,960,8456,8456,8456,,
0,970,8545,8545,8545,,
0,980,8634,8634,8634,,
0,990,8605,8605,8605,,
